   2.8834311e+00   1.9992669e+00   1.9892473e+00   2.7326491e+00   2.7761486e+00   2.4674976e+00   2.4638319e+00   2.4630987e+00   2.4704301e+00
   2.8919844e+00   2.0087977e+00   1.9990225e+00   2.7275171e+00   2.7873900e+00   2.4655425e+00   2.4643206e+00   2.4633431e+00   2.4682307e+00
   2.9081134e+00   2.0256598e+00   2.0190616e+00   2.7179863e+00   2.8057185e+00   2.4655425e+00   2.4633431e+00   2.4633431e+00   2.4684751e+00
   2.9227761e+00   2.0430108e+00   2.0393451e+00   2.7043011e+00   2.8250244e+00   2.4643206e+00   2.4640762e+00   2.4633431e+00   2.4692082e+00
   2.9386608e+00   2.0579179e+00   2.0625611e+00   2.6962366e+00   2.8445748e+00   2.4648094e+00   2.4635875e+00   2.4633431e+00   2.4684751e+00
   2.9538123e+00   2.0742913e+00   2.0811339e+00   2.6830401e+00   2.8592375e+00   2.4648094e+00   2.4638319e+00   2.4630987e+00   2.4689638e+00
   2.9677419e+00   2.0921310e+00   2.1016618e+00   2.6698436e+00   2.8760997e+00   2.4657869e+00   2.4640762e+00   2.4633431e+00   2.4684751e+00
   2.9814272e+00   2.1065494e+00   2.1180352e+00   2.6588465e+00   2.8939394e+00   2.4660313e+00   2.4630987e+00   2.4630987e+00   2.4682307e+00
   2.9958456e+00   2.1229228e+00   2.1358749e+00   2.6476051e+00   2.9061584e+00   2.4640762e+00   2.4635875e+00   2.4633431e+00   2.4694526e+00
   3.0056207e+00   2.1361193e+00   2.1546921e+00   2.6346530e+00   2.9193548e+00   2.4650538e+00   2.4640762e+00   2.4633431e+00   2.4689638e+00
   3.0166178e+00   2.1554252e+00   2.1703324e+00   2.6221896e+00   2.9325513e+00   2.4652981e+00   2.4635875e+00   2.4633431e+00   2.4687195e+00
   3.0256598e+00   2.1695992e+00   2.1847507e+00   2.6082600e+00   2.9425709e+00   2.4650538e+00   2.4633431e+00   2.4633431e+00   2.4696970e+00
   3.0354350e+00   2.1852395e+00   2.2030792e+00   2.5953079e+00   2.9567449e+00   2.4645650e+00   2.4635875e+00   2.4633431e+00   2.4687195e+00
   3.0449658e+00   2.2035679e+00   2.2192082e+00   2.5806452e+00   2.9716520e+00   2.4655425e+00   2.4633431e+00   2.4633431e+00   2.4687195e+00
   3.0503421e+00   2.2189638e+00   2.2341153e+00   2.5708700e+00   2.9802053e+00   2.4652981e+00   2.4630987e+00   2.4633431e+00   2.4692082e+00
   3.0588954e+00   2.2333822e+00   2.2482893e+00   2.5559629e+00   2.9877810e+00   2.4643206e+00   2.4635875e+00   2.4630987e+00   2.4687195e+00
   3.0647605e+00   2.2480450e+00   2.2629521e+00   2.5400782e+00   3.0002444e+00   2.4660313e+00   2.4635875e+00   2.4633431e+00   2.4689638e+00
   3.0723363e+00   2.2629521e+00   2.2741935e+00   2.5268817e+00   3.0061095e+00   2.4655425e+00   2.4633431e+00   2.4633431e+00   2.4687195e+00
   3.0774682e+00   2.2776149e+00   2.2834800e+00   2.5122190e+00   3.0131965e+00   2.4652981e+00   2.4635875e+00   2.4633431e+00   2.4689638e+00
   3.0791789e+00   2.2922776e+00   2.2922776e+00   2.5004888e+00   3.0161290e+00   2.4652981e+00   2.4635875e+00   2.4633431e+00   2.4692082e+00
   3.0830890e+00   2.3064516e+00   2.2971652e+00   2.4880254e+00   3.0205279e+00   2.4652981e+00   2.4630987e+00   2.4633431e+00   2.4687195e+00
   3.0840665e+00   2.3216031e+00   2.3020528e+00   2.4709189e+00   3.0254154e+00   2.4655425e+00   2.4630987e+00   2.4635875e+00   2.4694526e+00
   3.0843109e+00   2.3362659e+00   2.3020528e+00   2.4535679e+00   3.0300587e+00   2.4648094e+00   2.4635875e+00   2.4635875e+00   2.4689638e+00
   3.0794233e+00   2.3501955e+00   2.3020528e+00   2.4430596e+00   3.0325024e+00   2.4657869e+00   2.4633431e+00   2.4633431e+00   2.4687195e+00
   3.0730694e+00   2.3648583e+00   2.3020528e+00   2.4291300e+00   3.0354350e+00   2.4648094e+00   2.4630987e+00   2.4638319e+00   2.4684751e+00
   3.0645161e+00   2.3780547e+00   2.3020528e+00   2.4130010e+00   3.0403226e+00   2.4652981e+00   2.4635875e+00   2.4633431e+00   2.4684751e+00
   3.0574291e+00   2.3922287e+00   2.3020528e+00   2.3993157e+00   3.0400782e+00   2.4662757e+00   2.4633431e+00   2.4635875e+00   2.4684751e+00
   3.0513196e+00   2.4064027e+00   2.3030303e+00   2.3851417e+00   3.0410557e+00   2.4660313e+00   2.4635875e+00   2.4638319e+00   2.4682307e+00
   3.0500978e+00   2.4193548e+00   2.3022972e+00   2.3702346e+00   3.0405670e+00   2.4648094e+00   2.4633431e+00   2.4638319e+00   2.4684751e+00
