   4.4268024e-01   4.2567551e-01   4.0496939e-01   3.8939509e-01   3.7291693e-01   3.5596074e-01   3.4456739e-01   3.3234538e-01   3.1347913e-01   3.0257098e-01   2.9204122e-01   2.7416466e-01   2.6978957e-01   2.6275959e-01   2.5944971e-01   2.5556800e-01   2.5018177e-01   2.4407744e-01   2.3783445e-01   2.3891103e-01   2.3252553e-01   2.3305192e-01   2.3250359e-01   2.3214040e-01   2.3353899e-01   2.3306281e-01   2.4081319e-01   2.4510570e-01   2.4830798e-01   2.5559966e-01   2.6248738e-01   2.6818113e-01   2.7070161e-01   2.8011138e-01   2.8696133e-01   3.0442551e-01   3.1371586e-01   3.2369934e-01   3.4422554e-01   3.6347709e-01   3.7657849e-01   3.9371690e-01   4.1157205e-01   4.2675249e-01   4.5345324e-01   4.7654954e-01   4.9622167e-01   5.2420624e-01   5.5258114e-01   5.7879933e-01   5.9614696e-01
   4.3057411e-01   4.0555207e-01   3.9133202e-01   3.7424845e-01   3.5649495e-01   3.3922069e-01   3.2772454e-01   3.0888363e-01   2.9724953e-01   2.7868589e-01   2.6711831e-01   2.6288342e-01   2.5333548e-01   2.4791702e-01   2.4266666e-01   2.3502171e-01   2.2836461e-01   2.2606744e-01   2.2078811e-01   2.1883360e-01   2.1634718e-01   2.1454253e-01   2.1332019e-01   2.1396819e-01   2.1432127e-01   2.1855726e-01   2.1968312e-01   2.2349460e-01   2.2865068e-01   2.3279877e-01   2.4360261e-01   2.5130116e-01   2.5765467e-01   2.6394256e-01   2.7321385e-01   2.8151969e-01   2.9261432e-01   3.0690567e-01   3.1791575e-01   3.3640533e-01   3.5528762e-01   3.6973168e-01   3.9066852e-01   4.0899804e-01   4.2949088e-01   4.5736128e-01   4.7770252e-01   5.0642390e-01   5.3290195e-01   5.5569887e-01   5.7801962e-01
   4.0032305e-01   3.9019398e-01   3.7116184e-01   3.5777661e-01   3.4022838e-01   3.1501196e-01   3.0213817e-01   2.8548907e-01   2.7314950e-01   2.6330843e-01   2.5191008e-01   2.4148954e-01   2.3613392e-01   2.2591619e-01   2.2046334e-01   2.1453923e-01   2.0824847e-01   2.0414556e-01   2.0141930e-01   1.9830472e-01   1.9658998e-01   1.9372104e-01   1.9360381e-01   1.9422360e-01   1.9619971e-01   1.9847537e-01   2.0292651e-01   2.0419522e-01   2.0813799e-01   2.1367186e-01   2.1969187e-01   2.2482383e-01   2.3262985e-01   2.4039748e-01   2.5141755e-01   2.5891421e-01   2.7032172e-01   2.7808818e-01   2.9316875e-01   3.1401774e-01   3.2532616e-01   3.4566363e-01   3.6544003e-01   3.9158450e-01   4.1286377e-01   4.3168395e-01   4.5773242e-01   4.7939044e-01   5.0609376e-01   5.3309969e-01   5.4823837e-01
   3.9062618e-01   3.6986432e-01   3.5068304e-01   3.3306359e-01   3.1488048e-01   2.9690365e-01   2.7942436e-01   2.6195368e-01   2.5771322e-01   2.4633677e-01   2.3466223e-01   2.2457004e-01   2.1197362e-01   2.0663590e-01   1.9984870e-01   1.9412373e-01   1.9059203e-01   1.8432668e-01   1.8002609e-01   1.7879348e-01   1.7454884e-01   1.7476080e-01   1.7433790e-01   1.7439553e-01   1.7548021e-01   1.7795674e-01   1.8168084e-01   1.8324917e-01   1.8911073e-01   1.9478814e-01   2.0232083e-01   2.0723882e-01   2.1415288e-01   2.2009018e-01   2.2708490e-01   2.3894923e-01   2.5253918e-01   2.6195775e-01   2.7736339e-01   2.8829012e-01   3.0237783e-01   3.2004847e-01   3.4712228e-01   3.6641644e-01   3.8667993e-01   4.0715097e-01   4.3055309e-01   4.5784491e-01   4.7933861e-01   5.0739233e-01   5.2010367e-01
   3.7098312e-01   3.5202993e-01   3.3289200e-01   3.0853873e-01   2.9276448e-01   2.7301778e-01   2.6001974e-01   2.4844919e-01   2.3727831e-01   2.2276364e-01   2.1496439e-01   2.0575517e-01   1.9782154e-01   1.9017575e-01   1.8119043e-01   1.7413629e-01   1.6850934e-01   1.6676732e-01   1.6403218e-01   1.6364286e-01   1.5983656e-01   1.5662256e-01   1.5731608e-01   1.5790544e-01   1.5639178e-01   1.6027063e-01   1.6338262e-01   1.6548931e-01   1.6735711e-01   1.7291649e-01   1.7907694e-01   1.8547501e-01   1.9125371e-01   2.0258563e-01   2.1021022e-01   2.2183710e-01   2.3099060e-01   2.4224700e-01   2.5370793e-01   2.7216696e-01   2.8292039e-01   2.9522634e-01   3.2225158e-01   3.4295374e-01   3.6864814e-01   3.8816928e-01   4.1202321e-01   4.3252585e-01   4.6000119e-01   4.8835131e-01   5.0135986e-01
   3.5604871e-01   3.3379589e-01   3.1329242e-01   2.9579391e-01   2.7274808e-01   2.6231595e-01   2.4627271e-01   2.3466418e-01   2.2193629e-01   2.1060841e-01   1.9616155e-01   1.8850649e-01   1.7896389e-01   1.7377373e-01   1.6741030e-01   1.6270984e-01   1.5739144e-01   1.5164287e-01   1.5010147e-01   1.4578213e-01   1.4079677e-01   1.3968212e-01   1.3574041e-01   1.3680663e-01   1.3940948e-01   1.4128716e-01   1.4629700e-01   1.4966589e-01   1.5450679e-01   1.5923493e-01   1.6420823e-01   1.7064356e-01   1.7439193e-01   1.8506793e-01   1.8878423e-01   2.0203352e-01   2.1202014e-01   2.2403896e-01   2.3718933e-01   2.5494131e-01   2.6687657e-01   2.7940600e-01   2.9605970e-01   3.2036745e-01   3.4232169e-01   3.6970445e-01   3.9180576e-01   4.1510449e-01   4.4068944e-01   4.6828460e-01   4.8149965e-01
   3.3622196e-01   3.1286230e-01   2.9427918e-01   2.7360373e-01   2.5804114e-01   2.4601651e-01   2.2911939e-01   2.1740937e-01   2.0560062e-01   1.9517217e-01   1.8333229e-01   1.7345303e-01   1.6664229e-01   1.5937260e-01   1.5141165e-01   1.4622479e-01   1.3702817e-01   1.3140843e-01   1.2845674e-01   1.2587835e-01   1.2383068e-01   1.2426048e-01   1.2397333e-01   1.2287811e-01   1.2284020e-01   1.2391120e-01   1.2364999e-01   1.2919289e-01   1.3035387e-01   1.3677923e-01   1.4192580e-01   1.5121612e-01   1.5964766e-01   1.6806631e-01   1.7407841e-01   1.8388189e-01   1.9349719e-01   2.0495920e-01   2.1800117e-01   2.3393016e-01   2.5119754e-01   2.6668435e-01   2.7876873e-01   2.9730168e-01   3.2029918e-01   3.4950672e-01   3.7014107e-01   3.9643405e-01   4.2244788e-01   4.4079306e-01   4.6460640e-01
   3.1606722e-01   2.9533355e-01   2.7250966e-01   2.6210330e-01   2.4498212e-01   2.2830033e-01   2.1484989e-01   1.9992617e-01   1.8906684e-01   1.7818826e-01   1.6716664e-01   1.6068224e-01   1.5017279e-01   1.4520829e-01   1.3399462e-01   1.2830273e-01   1.2552440e-01   1.2050075e-01   1.1746999e-01   1.1608452e-01   1.1166784e-01   1.1125582e-01   1.1060368e-01   1.0863551e-01   1.1092074e-01   1.1167236e-01   1.1234711e-01   1.1852420e-01   1.1884960e-01   1.2407757e-01   1.2925815e-01   1.3140223e-01   1.3759855e-01   1.5108455e-01   1.6050809e-01   1.6912916e-01   1.8093421e-01   1.8955170e-01   2.0550303e-01   2.1815141e-01   2.3407891e-01   2.5007452e-01   2.6536012e-01   2.7956600e-01   2.9817252e-01   3.2366810e-01   3.5170114e-01   3.7737238e-01   4.0421052e-01   4.3026777e-01   4.4356015e-01
   3.0014490e-01   2.7802771e-01   2.6054091e-01   2.4878674e-01   2.2848246e-01   2.1502222e-01   2.0050275e-01   1.8790951e-01   1.7515262e-01   1.6526062e-01   1.5457663e-01   1.4488334e-01   1.3356485e-01   1.2763452e-01   1.2282147e-01   1.1692606e-01   1.1116683e-01   1.0548229e-01   1.0500760e-01   9.9449833e-02   9.9236684e-02   9.4940830e-02   9.3714792e-02   9.4683682e-02   9.4144387e-02   9.4722980e-02   9.7576322e-02   1.0066444e-01   1.0458548e-01   1.0906063e-01   1.1323947e-01   1.1996909e-01   1.2594364e-01   1.3180618e-01   1.3687907e-01   1.5139546e-01   1.6084373e-01   1.7543867e-01   1.8778518e-01   2.0165815e-01   2.1848506e-01   2.3160878e-01   2.5260621e-01   2.7051171e-01   2.8682106e-01   3.1364745e-01   3.3167861e-01   3.5890125e-01   3.8510663e-01   4.1168772e-01   4.3372772e-01
   2.8957553e-01   2.6593791e-01   2.5008862e-01   2.3385296e-01   2.1806770e-01   2.0445540e-01   1.8817203e-01   1.7447379e-01   1.6409649e-01   1.5087646e-01   1.3812927e-01   1.2872262e-01   1.2293154e-01   1.1681619e-01   1.1091388e-01   1.0537858e-01   9.9019858e-02   9.4462431e-02   9.4324427e-02   8.8405709e-02   8.8434637e-02   8.5955808e-02   8.6345783e-02   8.2292385e-02   8.3329314e-02   8.3728846e-02   8.9000101e-02   8.9610935e-02   9.5140987e-02   9.6159758e-02   1.0143069e-01   1.0708263e-01   1.1344015e-01   1.2053593e-01   1.2718831e-01   1.3554526e-01   1.4819889e-01   1.6002709e-01   1.7454175e-01   1.8686321e-01   2.0079022e-01   2.1869863e-01   2.3604854e-01   2.5561508e-01   2.7659802e-01   2.9064780e-01   3.2047869e-01   3.3854339e-01   3.7203298e-01   3.9819206e-01   4.1365924e-01
